usaf,wban,name,country,state,call,lat,lon,elev,begin,end
702195,99999,NAPAKIAK,US,AK,PANA,60.683,-161.983,+0005.2,19940830,20200924
702315,26536,TATALINA LRRS AIRPORT,US,AK,PATL,62.894,-155.976,+0293.8,20060101,20200924
702606,96401,CHULITNA,US,AK,PAEC,62.826,-149.907,+0426.7,20060101,20200924
702626,99999,PILOT POINT,US,AK,PAPN,57.58,-157.58,+0017.0,20061024,20200924
703059,99999,KING COVE,US,AK,PAVC,55.17,-162.27,+0047.0,20050930,20200924
703335,99999,SOUTH NAKNEK ARPT,US,AK,PFWS,58.7,-157,+0049.4,19940818,20200924
703656,99999,QUINHAGAK AIRPORT,US,AK,PAQH,59.75,-161.833,+0013.0,20140211,20200924
703891,99999,ELIM AIRPORT,US,AK,PFEL,64.617,-162.267,+0049.0,20130731,20200924
703926,99999,AKHIOK,US,AK,PAKH,56.933,-154.183,+0013.0,20070521,20200924
711680,99999,SIOUX FALLS CLIMATE,US,SD,,43.733,-96.633,+0481.5,19941001,20200924
720129,99999,AUSTIN ARPT,US,NV,KTMT,39.468,-117.197,+1748.1,20170510,20200924
720168,99999,COVINGTON MUNI,US,TN,KM04 ,35.583,-89.587,+0085.3,20170427,20200924
720171,99999,WILLIAM L WHITEHURST FLD,US,TN,KM08 ,35.214,-89.043,+0152.1,20160804,20200924
720255,99999,MIAMI MUNI,US,OK,KMIO,36.909,-94.888,+0246.3,20190828,20200924
720329,99999,CABLE,US,CA,KCCB,34.112,-117.688,+0438.6,20171207,20200924
720331,99999,KENNETT MEM,US,MO,KTKX,36.226,-90.037,+0079.9,20151210,20200924
720409,99999,BLAIRSVILLE AIRPORT,US,GA,KDZJ,34.85,-83.983,+0582.0,20080101,20200924
720417,99999,JOHNSON (STANTON CO MUNI)    ,US,KS,K2K3 ,37.583,-101.733,+1013.5,20160302,20200924
720425,99999,HUGOTON MUNI,US,KS,KHQG,37.163,-101.371,+0954.9,20151020,20200924
720433,99999,NORTON MUNI,US,KS,KNRN,39.85,-99.895,+0726.3,20181017,20200924
720434,99999,OAKLEY MUNI,US,KS,KOEL,39.11,-100.816,+0928.1,20190425,20200924
720438,99999,SCOTT CITY MUNI,US,KS,KTQK,38.474,-100.885,+0903.1,20190429,20200924
720439,99999,ULYSSES,US,KS,KULS,37.604,-101.374,+0934.8,20180524,20200924
720445,99999,CAMPBELLVILLE / TAYLOR CO,US,KY,KAAS,37.358,-85.309,+0280.7,20180719,20200924
720446,99999,SAMUELS FLD / BARDSTOWN,US,KY,KBRY,37.814,-85.5,+0203.9,20171207,20200924
720449,99999,ASHLAND RGNL,US,KY,KDWU,38.555,-82.738,+0166.4,20140813,20200924
720451,99999,ADDINGTON FLD,US,KY,KEKX,37.686,-85.925,+0236.2,20161110,20200924
720452,99999,FLEMING/MASON AIRPORT,US,KY,KFGX,38.542,-83.743,+0278.3,20140307,20200924
720455,00145,MADISON AIRPORT,US,KY,KI39 ,37.633,-84.333,+0305.1,20101216,20200924
720457,99999,WENDELL H FORD ARPT,US,KY,KCPF,37.387,-83.262,+0383.0,20200430,20200924
720464,99999,PIKE CO HATCHER FLD,US,KY,KPBX,37.562,-82.566,+0449.0,20140923,20200924
720465,99999,WILLIAMSBURG (WHITLEY CO ARPT,US,KY,KBYL,36.8,-84.2,+0358.8,20160302,20200924
720472,99999,STEVEN A BEAN MUNI,US,ME,K8B0 ,44.992,-70.665,+0556.3,20170116,20200924
720475,99999,NORTHWEST MISSOURI RGNL,US,MO,KEVU,40.353,-94.915,+0350.5,20170105,20200924
720477,99999,FLOYD W JONES LEBANON,US,MO,KLBO,37.648,-92.652,+0402.6,20170630,20200924
720478,99999,LAWRENCE SMITH MEM,US,MO,KLRY,38.611,-94.342,+0278.9,20161216,20200924
720481,99999,MALDEN MUNI,US,MO,KMAW,36.601,-89.992,+0089.9,20160517,20200924
720482,99999,OMAR N BRADLEY,US,MO,KMBY,39.464,-92.427,+0264.3,20170924,20200924
720483,99999,MARSHALL MEM MUNI,US,MO,KMHL,39.096,-93.203,+0237.4,20141202,20200924
720484,99999,MEXICO MEM,US,MO,KMYJ,39.158,-91.818,+0250.9,20160426,20200924
720488,99999,SIKESTON MEM MUNI,US,MO,KSIK,36.899,-89.562,+0096.0,20150128,20200924
720504,99999,TALLADEGA MUNI,US,AL,KASN,33.57,-86.051,+0160.9,20120106,20200924
720507,99999,BESSEMER AIPORT,US,AL,KEKY,33.313,-86.926,+0213.1,20160714,20200924
720508,99999,MERKEL FLD SYLACAUGA MUNI,US,AL,KSCD,33.172,-86.306,+0173.4,20140114,20200924
720516,99999,AFTON MUNI,US,WY,KAFO,42.711,-110.942,+1896.2,20131113,20200924
720519,99999,POWELL MUNI,US,WY,KPOY,44.867,-108.793,+1552.0,20140707,20200924
720536,99999,GRANBY GRAND CO,US,CO,KGNB,40.09,-105.917,+2500.3,20170703,20200924
720551,99999,MINDEN TAHOE AIRPORT,US,NV,KMEV,39,-119.751,+1440.5,20140523,20200924
720553,99999,PORT AUTH DOWNTN MANHATTAN WA,US,NY,KJRB,40.701,-74.009,+0002.1,20160720,20200924
720565,99999,HEBER CITY MUNICIPAL AIRPORT,US,UT,K36U ,40.482,-111.429,+1718.2,20100412,20200924
720572,99999,BOLINDER FIELD TOOELE VALLEY,US,UT,KTVY,40.612,-112.351,+1316.1,20150506,20200924
720609,00201,LOWCOUNTRY REGIONAL AIRPORT,US,SC,KRBW,32.917,-80.633,+0031.1,20130101,20200924
720619,99999,FRANCIS E WARREN AFB HELIPORT,US,WY,KFEW,41.133,-104.867,+1877.6,20090423,20200924
720642,99999,CHEYENNE MTN AS,US,CO,KCWN,38.75,-104.85,+2114.0,20121120,20200924
720681,99999,CALAVERAS CO MAURY RASMUSSEN,US,CA,KCPU,38.146,-120.648,+0403.9,20160526,20200924
720684,99999,PHIFER AFLD,US,WY,KEAN,42.05,-104.933,+1455.1,20160331,20200924
720687,99999,HEMET RYAN,US,CA,KHMT,33.733,-117.017,+0460.9,20191121,20200924
720705,99999,JAMES A RHODES,US,OH,KI43 ,38.981,-82.578,+0221.3,20190502,20200924
720709,99999,PUTNAM COUNTY AIRPORT,US,OH,KOWX,41.036,-83.982,+0232.6,20160909,20200924
720724,99999,BELEN RGNL ARPT,US,NM,KBRG,34.646,-106.836,+1584.8,20100503,20200924
720747,99999,ELK MOUNTAIN,US,WY,KEHY,41.733,-106.467,+2225.0,20100914,20200924
720759,99999,RAVALLI CO,US,MT,K6S5 ,46.251,-114.125,+1110.1,20190410,20200924
720775,99999,ELLINGTON,US,TN,KLUG,35.507,-86.804,+0218.5,20180403,20200924
720776,99999,HESLER NOBLE FLD,US,MS,KLUL,31.673,-89.172,+0072.5,20121118,20200924
720781,99999,LYONS RICE CO MUNI,US,KS,KLYO,38.343,-98.227,+0515.4,20180719,20200924
720806,99999,PANOLA CO SHARPE FLD,US,TX,K4F2 ,32.176,-94.299,+0075.6,20190920,20200924
720835,99999,MADELINE ISLAND,US,WI,K4R5 ,46.789,-90.759,+0197.8,20161111,20200924
720837,99999,JOSEPH STATE,US,OR,KJSY,45.36,-117.254,+1256.1,20200805,20200924
720897,99999,MONROE WALTON CO,US,GA,KD73 ,33.782,-83.693,+0264.3,20170817,20200924
720907,99999,CAMPBELL CO,US,TN,KJAU,36.335,-84.162,+0359.7,20150608,20200924
720952,99999,GRAY BUTTE FLD,US,CA,KGXA,34.564,-117.675,+0920.5,20110825,20200924
720972,99999,ST MARY HOSPITAL HELIPORT,US,MN,,44.017,-92.483,+0355.0,20111201,20200924
720978,99999,BRAVO (PINE BLUFFS)          ,US,NE,,41.517,-104,+1607.2,20130226,20200924
720979,99999,CHARLIE (GERING)             ,US,NE,,41.583,-103.667,+1371.0,20130226,20200924
720984,99999,GOLF (SIDNEY)                ,US,NE,,41.217,-103.1,+1333.5,20140514,20200924
720985,99999,HOTEL (GURLEY)               ,US,NE,,41.317,-102.833,+1262.8,20130816,20200924
720987,99999,JULIET (PEETZ)               ,US,CO,K1JW ,40.967,-103.2,+1380.1,20130829,20200924
720989,99999,LIMA (GROVER)                ,US,CO,K1LW ,40.917,-103.7,+1518.8,20141215,20200924
720991,99999,MIKE (HAXTUN)                ,US,CO,K1MW ,40.7,-103.483,+1336.2,20120702,20200924
720992,99999,NOVEMBER (GROVER)            ,US,CO,K1NW ,40.633,-103.833,+1459.1,20141215,20200924
720993,99999,OSCAR (GROVER)               ,US,CO,K1OW ,40.883,-104,+1649.0,20130226,20200924
720995,99999,BRAVO (GEYSER)               ,US,MT,K1BM ,47.283,-110.367,+1234.4,20120920,20200924
720996,99999,CHARLIE (STANFORD)           ,US,MT,K1CM ,47.1,-110.167,+1336.6,20120601,20200924
720997,99999,DELTA (DENTON)               ,US,MT,K1DM ,47.383,-109.817,+1093.3,20131025,20200924
720999,99999,FOXTROT (AUGUSTA)            ,US,MT,K1FM ,47.6,-112.317,+1343.3,20120614,20200924
721001,99999,GOLF (SIMMS)                 ,US,MT,K1GM ,47.333,-112.1,+1310.6,20131025,20200924
721002,99999,HOTEL (FAIRFIELD)            ,US,MT,K1HM ,47.7,-111.95,+1178.7,20130625,20200924
721003,99999,INDIA (ULM)                  ,US,MT,K1IM ,47.317,-111.467,+1108.0,20120920,20200924
721005,99999,KILO (HARLOWTOWN)            ,US,MT,K1KM ,46.45,-109.8,+1329.8,20120921,20200924
721006,99999,LIMA (JUDITH GAP)            ,US,MT,K1LM ,46.7,-109.733,+1414.3,20120607,20200924
721008,99999,NOVEMBER (GRASS RANGE)       ,US,MT,K1NM ,47.067,-109.033,+1161.3,20120619,20200924
721009,99999,OSCAR (ROY)                  ,US,MT,K1OM ,47.333,-108.933,+1086.0,20131025,20200924
721011,99999,ALPHA (BALFOUR)              ,US,ND,,47.967,-100.581,+0482.8,20141125,20200924
721013,99999,CHARLIE (RUSO)               ,US,ND,,47.714,-101.01,+0598.6,20120926,20200924
721014,99999,DELTA (MAX)                  ,US,ND,,47.795,-101.299,+0631.6,20121031,20200924
721015,99999,ECHO (RYDER)                 ,US,ND,,47.751,-101.674,+0640.7,20121101,20200924
721016,99999,FOXTROT (RYDER 2)            ,US,ND,,47.896,-101.674,+0619.4,20120821,20200924
721017,99999,GOLF (PLAZA)                 ,US,ND,,48.12,-101.96,+0643.7,20121024,20200924
721018,99999,HOTEL (PARSHALL)             ,US,ND,,47.974,-102.223,+0578.2,20120821,20200924
721019,99999,INDIA (PALERMO)              ,US,ND,,48.345,-102.304,+0678.2,20120823,20200924
721024,99999,MIKE (KENMARE)               ,US,ND,,48.673,-101.882,+0569.4,20120925,20200924
721025,99999,NOVEMBER (MOHALL)            ,US,ND,,48.76,-101.592,+0516.0,20121023,20200924
721026,99999,OSCAR (ANTLER)               ,US,ND,,48.825,-101.283,+0466.3,20120926,20200924
721028,99999,MIDDLEBURY STATE AIRPORT,US,VT,,43.985,-73.095,+0149.4,20120227,20200924
721041,99999,MARCO ISLAND,US,FL,KMKY,25.995,-81.673,+0001.5,20120726,20200924
721043,99999,ATHENS MUNI,US,TX,KF44 ,32.164,-95.828,+0135.3,20120813,20200924
722005,99999,COFFEY CO,US,KS,KUKL,38.302,-95.725,+0357.5,20050427,20200924
722006,54926,QUENTIN AANENSON FIELD AIRPOR,US,MN,KLYV,43.621,-96.216,+0436.2,20060101,20200924
722159,12980,MID VALLEY AIRPORT,US,TX,KT65 ,26.178,-97.973,+0021.3,20060101,20200924
722216,99999,NORTH AF AUX,US,SC,KXNO,33.615,-81.084,+0097.8,20071024,20200924
722219,99999,SHELL AHP,US,AL,KSXS,31.363,-85.849,+0121.9,20131211,20200924
722220,99999,PENSACOLA  FL,US,,,30.483,-87.183,+0038.0,20010908,20200924
722221,00444,DIXON AIRPORT,US,WY,KDWX,41.037,-107.493,+1996.1,20130731,20200924
722266,99999,CRAIG FLD,US,AL,KSEM,32.344,-86.988,+0050.6,20140109,20200924
722341,92822,ORMOND BEACH MUNICIPAL AIRPOR,US,FL,KOMN,29.296,-81.113,+0008.8,20060101,20200924
722349,99999,PICAYUNE MUNI,US,MS,KMJD,30.487,-89.651,+0017.1,20200624,20200924
722400,03937,LAKE CHARLES REGIONAL AIRPORT,US,LA,KLCH,30.125,-93.228,+0002.7,19420502,20200924
722561,99999,TSTC WACO,US,TX,KCNW,31.638,-97.074,+0143.3,20070605,20200924
722592,99999,ANCHORAGE(WFO)               ,US,AK,,61.15,-149.983,+0040.0,20140924,20200924
722704,99999,BIGGS AAF / FT BLISS TEXAS US,US,TX,KBIF,31.85,-106.38,+1203.4,20100614,20200924
722781,99999,HENRY CO,US,TN,KPHT,36.338,-88.383,+0176.8,20140530,20200924
722866,99999,SAN BERNARDINO INTL,US,CA,KSBD,34.095,-117.235,+0353.3,20090112,20200924
722885,93197,SANTA MONICA MUNI AIRPORT,US,CA,KSMO,34.016,-118.451,+0053.0,20060101,20200924
722887,03180,BRACKETT FIELD AIRPORT,US,CA,KPOC,34.1,-117.783,+0308.2,20060101,20200924
723062,99999,USMC BOMB RANGE BT-11        ,US,NC,KNBT,35.017,-76.467,+0005.2,20090903,20200924
723108,13776,LUMBERTON MUNICIPAL ARPT,US,NC,KLBT,34.608,-79.059,+0036.9,19980902,20200924
723126,99999,SPARTANBURG DOWNTOWN MEM,US,SC,KSPA,34.916,-81.957,+0244.1,20090420,20200924
723264,99999,KNOXVILLE DOWNTOWN ISLAND,US,TN,KDKX,35.964,-83.874,+0253.9,19790507,20200924
723271,99999,JOHN C TUNE,US,TN,KJWN,36.182,-86.887,+0150.9,20151210,20200924
723400,03952,NORTH LITTLE ROCK AIRPORT,US,AR,KLZK,34.835,-92.26,+0171.6,20060101,20200924
723408,13814,ARKANSAS INTERNATIONAL AIRPOR,US,AR,KBYH,35.967,-89.95,+0077.4,19420901,20200924
723640,99999,DONA ANA COUNTY INTL JETPORT,US,NM,KDNA,31.88,-106.703,+1253.6,19950911,20200924
723760,99999,FLAGSTAFF,US,AZ,,35.217,-111.817,+2181.6,19981002,20200924
723925,23190,SANTA BARBARA MUNICIPAL AIRPO,US,CA,KSBA,34.426,-119.843,+0002.7,19730101,20200924
724015,99999,ALLEN C PERKINSON BLACKSTONE,US,VA,KBKT,37.074,-77.958,+0133.8,20030922,20200924
724065,99999,TIPTON,US,MD,KFME,39.085,-76.759,+0045.7,20050519,20200924
724750,23176,MILFORD MUNICIPAL AIRPORT,US,UT,KMLF,38.417,-113.017,+1536.2,20050101,20200924
724856,99999,HAWTHORNE INDUSTRIAL,US,NV,KHTH,38.544,-118.634,+1284.7,19831103,20200924
725186,99999,OGDENSBURG INTL,US,NY,KOGS,44.682,-75.466,+0090.5,19770502,20200924
725203,99999,MIFFLIN CO,US,PA,KRVL,40.677,-77.627,+0249.6,20180719,20200924
725472,94989,AMES MUNICIPAL AIRPORT,US,IA,KAMW,41.991,-93.619,+0291.1,20060101,20200924
725637,99999,GORDON MUNI,US,NE,KGRN,42.806,-102.175,+1085.7,19740101,20200924
725837,99999,SUSANVILLE MUNI,US,CA,KSVE,40.376,-120.573,+1264.6,19770301,20200924
726130,14755,MT. WASHINGTON OBSERVATORY,US,NH,KMWN,44.27,-71.303,+1911.7,20060101,20200924
726887,99999,SUNRIVER,US,OR,KS21 ,43.876,-121.453,+1269.2,19800514,20200924
727430,94850,MARQUETTE MICHIGAN COUNTY AP,US,MI,KMQT,46.531,-87.549,+0431.3,19730101,20200924
727514,54910,STAPLES MUNICIPAL AIRPORT,US,MN,KSAZ,46.381,-94.806,+0392.3,20060101,20200924
727760,99999,GREAT FALLS,US,MT,,47.45,-111.383,+1130.5,19940921,20200924
727884,99999,RICHLAND AIRPORT,US,WA,KRLD,46.306,-119.304,+0120.1,19810203,20200924
740030,24103,MICHAEL AAF AIRPORT,US,UT,KDPG,40.183,-112.933,+1325.6,20060103,20200924
744667,99999,RAY S MILLER AAF / CAMP RIPLE,US,MN,KRYM,46.091,-94.361,+0350.5,20120713,20200924
744907,14753,EAST MILTON,US,MA,KMQE,42.212,-71.114,+0193.5,20000101,20200924
746380,99999,MELROSE GUNNERY RANGE,US,NM,K4MR ,34.295,-103.786,+1326.0,20101213,20200924
746720,99999,SABRE AHP,US,TN,KEOD,36.568,-87.481,+0181.1,20010815,20200924
747681,99999,STENNIS SPACE CENTER MS,US,MS,,30.372,-89.61,+0021.3,20180515,20200924
747761,99999,TRI CO,US,FL,,30.846,-85.601,+0025.9,20110713,20200924
747960,99999,AVON PARK GUNNERY RANGE,US,FL,KAGR,27.65,-81.33,+0020.0,20180515,20200924
749045,99999,SEBRING RGNL,US,FL,KSEF,27.456,-81.342,+0019.2,19420401,20200924
785265,00494,FERNANDO LUIS RIBAS DOMINICCI,US,PR,TJIG,18.457,-66.098,+0003.1,20110223,20200924
994012,99999,CRESCENT CITY,US,CA,,41.745,-124.183,+0004.8,20080101,20200924
994036,99999,RICHMOND,US,CA,,37.928,-122.4,+0005.6,20080101,20200924
994060,99999,MT DESERT ROCK  ME,US,ME,,43.97,-68.13,+0009.1,19850121,20200924
994065,99999,TAWAS CITY GLOS WEATHER STATI,US,MI,,44.256,-83.443,+0171.6,20100325,20200924
994066,99999,WHITEFISH POINT GLOS WEATHER,US,MI,,46.762,-84.966,+0185.9,20100325,20200924
994070,99999,DESTRUCTION IS.  WA,US,WA,,47.68,-124.49,+0021.3,19850501,20200924
994080,99999,FIVE FINGER  AK,US,,,57.27,-133.63,+0006.7,19850501,20200924
994081,99999,EAST AMATULI STATION LIGHT  A,US,,,58.92,-151.95,+0033.2,20040713,20200924
994084,99999,PILOT ROCK  AK,US,,,59.74,-149.47,+0024.0,20040713,20200924
994090,99999,PASSAGE ISLAND  MI,US,MI,,48.22,-88.37,+0195.4,19850528,20200924
994130,99999,ROCK OF AGES  MI,US,MI,,47.87,-89.31,+0183.5,19850402,20200924
994160,99999,CAPE LOOKOUT  NC,US,NC,,34.62,-76.52,+0004.6,19850120,20200924
994180,99999,SMITH ISLAND  WA,US,,,48.32,-122.84,+0015.2,19850411,20200924
994190,99999,DEVILS ISLAND  WI,US,WI,,47.08,-90.73,+0191.7,19850501,20200924
994200,99999,STANNARD ROCK  MI,US,MI,,47.18,-87.22,+0182.9,19850501,20200924
994210,99999,POINT ARGUELLO  CA,US,,,34.58,-120.65,+0032.3,19430618,20200924
994250,99999,DUNKIRK  NY,US,,,42.49,-79.35,+0182.9,19850501,20200924
994270,99999,ISLE OF SHOALS  NH,US,NH,,42.97,-70.62,+0013.1,19850501,20200924
994280,99999,NEWPORT  OR,US,,,44.61,-124.07,+0009.1,19850501,20200924
994330,99999,SHEBOYGAN  WI,US,,,43.75,-87.69,+0175.9,19850501,20200924
994390,99999,SETTLEMENT POINT  GBI,US,,,26.7,-79,+0001.5,19851203,20200924
994640,99999,CEDAR KEY,US,FL,,29.14,-83.03,+0001.8,20020222,20200924
994650,99999,KEATON BEACH,US,FL,,29.82,-83.59,+0001.8,20020219,20200924
994700,99999,AUGUSTINE ISLAND,US,AK,,59.38,-153.35,+0009.1,20020703,20200924
994720,99999,FLAT ISLAND LIGHT,US,AK,,59.33,-151.99,+0017.9,20040608,20200924
994750,99999,NEW LONDON LEDGE - LEDGE LIGH,US,CT,,41.31,-72.08,+0020.0,20040608,20200924
994979,99999,GRAVELLY SHOALS,US,MI,,44.02,-83.53,+0204.0,20080101,20200924
997254,99999,9063020 - BUFFALO  NY        ,US,,,42.88,-78.89,+0178.3,20041122,20200924
997255,99999,9087044 - CALUMET  IL        ,US,,,41.73,-87.54,+0179.4,20041122,20200924
997257,99999,9075099 - DE TOUR VILLAGE  MI,US,,,45.99,-83.9,+0179.6,20041122,20200924
997258,99999,9014098 - FORT GRATIOT  MI   ,US,,,43.01,-82.42,+0180.1,20041122,20200924
997259,99999,9099090 - GRAND MARAIS  MN   ,US,,,47.75,-90.34,+0186.2,20041122,20200924
997260,99999,9075014 - HARBOR BEACH  MI   ,US,,,43.85,-82.64,+0179.2,20041122,20200924
997261,99999,9087023 - LUDINGTON  MI      ,US,,,43.95,-86.44,+0179.4,20041122,20200924
997262,99999,9099018 - MARQUETTE C.G.  MI ,US,,,46.55,-87.38,+0187.5,20041122,20200924
997264,99999,9052030 - OSWEGO  NY         ,US,,,43.46,-76.51,+0078.0,20041122,20200924
997265,99999,9099004 - POINT IROQUOIS  MI ,US,,,46.49,-84.63,+0186.1,20041122,20200924
997266,99999,9076024 - ROCK CUT  MI       ,US,,,46.27,-84.19,+0179.6,20041122,20200924
997268,99999,9076070 - S.W. PIER  MI      ,US,,,46.5,-84.37,+0185.7,20041122,20200924
997283,99999,NEW LONDON,US,CT,,41.35,-72.08,+0008.5,20080101,20200924
997286,99999,PHILADELPHIA,US,PA,,39.93,-75,+0020.0,20080101,20200924
997292,99999,LA JOLLA,US,CA,,32.87,-117.25,+0020.0,20080101,20200924
997293,99999,MARBLEHEAD,US,OH,,41.55,-82.9,+0190.0,20080101,20200924
997295,99999,TOLEDO,US,OH,,41.68,-83.4,+0184.0,20080101,20200924
997338,99999,CHICAGO,US,IL,,42,-87.5,+0202.0,20080101,20200924
997339,99999,MICHIGAN CITY,US,IN,,41.73,-86.93,+0197.0,20080102,20200924
997340,99999,KENOSHA,US,WI,,42.58,-87.8,+0196.0,20080101,20200924
997341,99999,MUSKEGON,US,MI,,43.23,-86.33,+0185.0,20080101,20200924
997342,99999,MILWAUKEE,US,WI,,43.05,-87.88,+0188.0,20080327,20200924
997343,99999,SOUTH HAVEN,US,MI,,42.4,-86.28,+0193.0,20080101,20200924
997359,99999,ALPENA,US,MI,,45.067,-83.417,+0179.0,20080324,20200924
997692,99999,CLEVELAND,US,OH,,41.53,-81.63,+0210.0,20080101,20200924
997697,99999,LITTLE RAPIDS,US,MI,,46.48,-84.3,+0185.0,20080101,20200924
997698,99999,NEWBOLD,US,PA,,40.8,-74.75,+0018.0,20080101,20200924
997731,99999,GRAND TRAVERSE LIGHT,US,MI,,45.2,-85.55,+0184.0,20080101,20200924
997735,99999,WAUKEGAN HARBOR,US,IL,,42.35,-87.82,+0188.0,20080101,20200924
997736,99999,PORT WASHINGTON,US,WI,,43.38,-87.87,+0180.0,20080101,20200924
997737,99999,SILVER BAY,US,MN,,47.27,-91.08,+0198.0,20080102,20200924
997738,99999,SAXON HARBOR,US,WI,,46.57,-90.43,+0186.0,20080102,20200924
997739,99999,GRAND MARAIS,US,MI,,46.667,-85.967,+0191.0,20080101,20200924
997741,99999,KEWAUNEE,US,WI,,44.45,-87.483,+0178.0,20080101,20200924
997742,99999,MIDDLE BAY LIGHT,US,AL,,30.433,-88,+0014.0,20130101,20200924
997743,99999,ROBINS REEF,US,NJ,,40.65,-74.067,+0072.0,20080101,20200924
997785,99999,MENOMINEE,US,MI,,45.1,-87.583,+0178.0,20080101,20200924
997787,99999,BURNS HARBOR,US,IN,,41.65,-87.15,+0182.0,20080101,20200924
997788,99999,CAPE DECISION,US,AK,,56,-134.133,+0017.0,20080101,20200924
997789,99999,ELDRED ROCK,US,AK,,58.967,-135.217,+0019.0,20080103,20200924
997792,99999,FAIRPORT,US,MI,,45.617,-86.65,+0186.0,20080101,20200924
997793,99999,NAUBINWAY,US,MI,,46.083,-85.433,+0180.0,20080101,20200924
997795,99999,ONTONAGON,US,MI,,46.867,-89.333,+0186.0,20080101,20200924
997797,99999,POINT RETREAT,US,AK,,58.4,-134.95,+0032.0,20080101,20200924
997799,99999,SISTERS ISLAND,US,AK,,58.167,-135.25,+0051.0,20080129,20200924
997802,99999,BIG SABLE POINT,US,MI,,44.05,-86.517,+0186.0,20080101,20200924
997803,99999,PORT WING,US,MI,,46.783,-91.383,+0186.0,20080101,20200924
997804,99999,CAPE SPENCER,US,AK,,58.2,-136.633,+0026.0,20080101,20200924
997982,99999,PORT INLAND,US,MI,,45.967,-85.867,+0180.0,20080101,20200924
997988,99999,BIG BAY,US,MI,,46.817,-87.717,+0185.0,20080101,20200924
997989,99999,OLCOTT HARBOR,US,NY,,43.333,-78.717,+0083.0,20080101,20200924
997996,99999,ST CLAIR SHORES,US,MI,,42.467,-82.867,+0180.0,20080101,20200924
997999,99999,GENEVA ON THE LAKE,US,OH,,41.85,-80.967,+0186.0,20080101,20200924
998001,99999,HURON LIGHT,US,OH,,41.4,-82.55,+0184.0,20080101,20200924
998004,99999,NARRAGANSETT BAY RESERVE,US,RI,,41.633,-71.333,+0013.0,20080101,20200924
998008,99999,ROOKERY BAY RESERVE,US,FL,,26.033,-81.7,+0020.0,20080101,20200924
998009,99999,ROCHESTER,US,NY,,43.25,-77.583,+0083.0,20080101,20200924
998012,99999,ST JOSEPH,US,MI,,42.1,-86.483,+0184.0,20080101,20200924
998173,99999,MOSS LANDING S HARBOR,US,CA,,36.8,-121.783,+0022.0,20080101,20200924
998175,99999,CAL POLY PIER,US,CA,,35.167,-120.733,+0016.0,20080130,20200924
998176,99999,SUPERIOR GRAND TRAVERSE BAY,US,MI,,47.183,-88.233,+0191.0,20080115,20200924
998177,99999,LAKE MURRAY,US,SC,,34.1,-81.267,+0109.0,20080116,20200924
998179,99999,OLD WOMEN CREEK,US,OH,,41.383,-82.5,+0182.0,20080115,20200924
998180,99999,PORT SANILAC,US,MI,,43.417,-82.533,+0191.0,20080115,20200924
998203,99999,WEST NEEBISH,US,MI,,46.283,-84.2,+0177.0,20080721,20200924
998205,99999,STROM THURMOND DAM,US,,,33.667,-82.2,+0089.0,20080811,20200924
998208,99999,LAKE WATEREE,US,SC,,34.333,-80.7,+0087.0,20080811,20200924
998216,99999,CHAMBERS ISLAND,US,WI,,45.2,-87.35,+0181.0,20080917,20200924
998235,99999,NIAGRA INTAKE,US,NY,,43.067,-79.017,+0179.0,20081114,20200924
998242,99999,SAGINAW BAY LIGHT 1          ,US,MI,,43.8,-83.717,+0188.0,20081114,20200924
998252,99999,BAR HARBOR,US,ME,,44.4,-68.2,+0003.4,20100101,20200924
998255,99999,MACKINAW CITY,US,MI,,45.783,-84.717,+0178.5,20100101,20200924
998266,99999,STURGEON POINT,US,NY,,42.683,-79.05,+0004.2,20100101,20200924
998281,99999,FAIRPORT,US,OH,,41.767,-81.283,+0176.0,20100101,20200924
998339,99999,MOUTH OF BLACK RIVER,US,MI,,42.975,-82.419,+0180.0,20100713,20200924
998405,99999,MANISTEE HARBOR,US,MI,,44.248,-86.346,+0179.5,20100101,20200924
998407,99999,HOLLAND,US,MI,,42.768,-86.201,+0178.0,20100707,20200924
998425,99999,CORDOVA,US,AK,,60.557,-145.755,+0012.5,20100729,20200924
998426,99999,HATTERAS,US,NC,,35.208,-75.703,+0005.6,20100820,20200924
998427,99999,KODIAK ISLAND,US,AK,,57.73,-152.514,+0006.7,20100729,20200924
998430,99999,SEWARD,US,AK,,60.12,-149.427,+0004.7,20100729,20200924
998431,99999,UNALASKA,US,AK,,53.879,-166.54,+0005.7,20100729,20200924
998432,99999,YAKUTAT,US,AK,,59.548,-139.733,+0013.6,20100729,20200924
998473,99999,LOUISIANA OFFSHORE OIL PORT,US,LA,,28.885,-90.024,+0040.5,20130101,20200924
998490,99999,TEXAS POINT,US,TX,,29.689,-93.842,+0011.4,20130101,20200924
998492,99999,ALGONAC,US,MI,,42.621,-82.527,+0174.4,20130101,20200924
998497,99999,FOSTER AVE CHICAGO,US,IL,,41.976,-87.648,+0177.0,20130307,20200924
998499,99999,NORTHERLY ISLAND,US,IL,,41.856,-87.609,+0190.0,20130101,20200924
999999,12946,CORPUS CHRISTI CABANISS NAAS,US,TX,KNGW,27.7,-97.433,+0009.1,19490201,20200924
999999,13724,ATLANTIC CITY MARINA,US,NJ,,39.378,-74.424,+0003.1,19480101,20200924
999999,13782,CUSTOM HOUSE (CITY OFC)      ,US,SC,,32.775,-79.924,+0003.1,20050101,20200924
